@RELATION svm_paper_noise
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {002-Noise,001-Paper}

@DATA
0.087232,0.010845,2.569293,0.125983,0.115931,0.631711,0.009421,0.108793,-29.320798,-2.257153,0.672169,1.068815,0.310341,-0.236737,0.316482,0.722407,-0.565680,0.621330,-0.195606,0.322459,-0.099845,0.000392,0.000410,0.015093,0.003500,0.006104,0.006084,0.049819,0.007141,0.002354,0.001042,0.006286,0.000266,0.015783,-0.000209,-0.000000,-0.000077,-0.000057,0.000166,-0.002393,0.000218,-0.000163,0.018563,-0.005888,-0.013849,0.001384,-0.005194,0.007818,-0.013376,0.006302,-0.000143,-0.003999,0.004673,-0.002011,0.000739,0.000021,0.000023,-0.000438,0.000104,-0.000036,0.000007,0.000114,0.000023,-0.000159,-0.000008,0.000065,0.000009,-0.000033,0.027638,0.012945,0.448589,0.023210,0.034414,0.255277,0.006536,0.030342,2.466469,1.414343,0.432644,0.586524,0.294905,0.291406,0.338699,0.365036,0.283861,0.201140,0.238538,0.170845,0.152734,0.000582,0.000533,0.025142,0.005229,0.007357,0.007127,0.075551,0.007759,0.003406,0.001309,0.014070,0.000315,0.020544,0.022363,0.015160,0.553761,0.025519,0.039603,0.295376,0.008755,0.031027,2.083998,1.198753,0.448389,0.575230,0.330033,0.329283,0.387221,0.368972,0.327717,0.277667,0.289796,0.187202,0.169589,0.000733,0.000720,0.026050,0.006099,0.008477,0.008637,0.074283,0.010006,0.004091,0.001774,0.016044,0.000423,0.020189,002-Noise
0.022341,0.046308,2.849603,0.093398,0.170427,0.042034,0.020582,0.031443,-24.425406,1.969723,-0.361796,1.218189,-0.002643,0.397004,0.109108,-0.129986,0.065855,0.075748,0.204727,0.125241,0.030073,0.002400,0.000743,0.074288,0.002377,0.050331,0.002620,0.161383,0.000830,0.001776,0.003655,0.018911,0.001357,0.053810,0.000136,-0.000546,0.003243,-0.000182,-0.000557,0.000349,0.000101,0.000209,-0.008527,-0.014065,0.007157,-0.001435,-0.007037,0.008003,-0.003522,-0.004289,0.007197,0.006001,0.005645,0.005079,-0.001723,-0.000050,-0.000001,-0.000362,-0.000022,-0.000006,-0.000026,-0.000177,0.000001,0.000012,0.000023,-0.000092,0.000140,-0.000084,0.010263,0.026040,0.250459,0.019308,0.027890,0.027037,0.014597,0.026023,0.985089,0.538286,0.489424,0.391995,0.337712,0.318332,0.264446,0.258680,0.240435,0.247064,0.249342,0.233953,0.179626,0.002276,0.001152,0.054574,0.002934,0.037515,0.004085,0.094209,0.001349,0.001931,0.004598,0.018054,0.002133,0.019804,0.010901,0.033910,0.326597,0.026081,0.034904,0.037634,0.017286,0.032018,0.962934,0.515531,0.420254,0.429778,0.337548,0.293280,0.273657,0.261938,0.238542,0.272021,0.275090,0.230118,0.246632,0.003144,0.001523,0.073789,0.003771,0.060258,0.005546,0.143348,0.001813,0.002694,0.006715,0.027921,0.002280,0.027380,002-Noise
0.025236,0.013911,3.177430,0.059180,0.084298,0.218110,0.010151,0.028539,-36.187380,0.751297,-1.426395,-0.127103,-0.138216,-0.255891,0.161928,0.048546,0.062797,-0.104636,0.076107,0.047464,-0.063296,0.004633,0.005428,0.014835,0.012120,0.074730,0.010185,0.019230,0.003393,0.001678,0.003601,0.006223,0.004806,0.028145,-0.000349,-0.000001,0.014982,-0.000787,-0.001394,0.003263,0.000000,-0.000472,-0.190824,-0.018346,0.022267,0.008416,-0.001285,0.005249,-0.002645,-0.000570,0.002385,0.002721,-0.000425,-0.003850,-0.001421,-0.000032,-0.000028,-0.000028,-0.000208,0.001192,-0.000053,-0.000114,-0.000070,-0.000013,-0.000106,-0.000080,-0.000050,0.000338,0.002597,0.007968,0.117184,0.017953,0.024265,0.037402,0.028094,0.005728,1.809503,0.226680,0.370096,0.135470,0.173117,0.166200,0.149511,0.091202,0.093043,0.115999,0.096669,0.090375,0.082662,0.003219,0.004338,0.014958,0.008451,0.009655,0.008840,0.023223,0.002486,0.001297,0.002826,0.005482,0.004509,0.006649,0.004355,0.005699,0.106715,0.025995,0.038053,0.030509,0.039907,0.002676,0.773344,0.254352,0.220316,0.166139,0.154025,0.179045,0.154487,0.112126,0.125345,0.143602,0.109290,0.121893,0.129234,0.003717,0.005696,0.014597,0.010680,0.010939,0.011162,0.019791,0.003450,0.001958,0.004154,0.007667,0.005769,0.005437,002-Noise
0.024487,0.009669,2.821284,0.105001,0.120271,0.335987,0.007256,0.058376,-34.264395,-0.272556,-0.735595,0.326301,-0.281478,0.149601,-0.127513,0.184278,0.009047,-0.150524,0.058906,0.037770,0.045444,0.002549,0.002520,0.004142,0.002301,0.115837,0.001542,0.004302,0.000974,0.000930,0.000947,0.001811,0.001785,0.031862,-0.000508,0.000036,0.001040,-0.001047,-0.001270,-0.003125,-0.000000,-0.000917,-0.217269,0.008523,0.007376,-0.010000,0.003519,-0.008406,0.000186,-0.006370,0.001268,0.001222,0.001281,-0.002586,-0.002578,-0.000009,-0.000030,-0.000053,-0.000017,0.000615,-0.000018,-0.000126,-0.000011,-0.000007,-0.000027,-0.000018,-0.000005,0.000176,0.013935,0.004985,0.317388,0.025482,0.025840,0.212217,0.016266,0.032654,2.491938,0.330829,0.417182,0.214982,0.177375,0.209701,0.174146,0.159052,0.129890,0.136901,0.122146,0.102920,0.111655,0.002033,0.001880,0.003320,0.001355,0.025680,0.000933,0.007838,0.000707,0.000660,0.000789,0.001127,0.001176,0.007148,0.012785,0.006615,0.429727,0.028294,0.026794,0.243294,0.018752,0.037366,1.606374,0.503007,0.513391,0.304176,0.263757,0.296406,0.270247,0.176845,0.168755,0.190323,0.182308,0.147748,0.164659,0.002932,0.002199,0.004130,0.001540,0.029059,0.001166,0.010960,0.000912,0.000791,0.000926,0.001308,0.001508,0.008299,002-Noise
0.102328,0.010753,3.249445,0.142392,0.133458,1.110582,0.003067,0.161924,-27.889801,-0.963396,-0.894145,-0.453457,-0.121835,-1.303794,-0.337942,0.730061,0.349925,-0.332508,-0.015190,0.333254,-0.076474,0.000486,0.097129,0.018553,0.017891,0.001181,0.003915,0.000766,0.000140,0.000223,0.000402,0.002450,0.000639,0.030558,-0.000662,-0.000103,-0.000148,-0.000509,0.000131,-0.007707,0.000009,-0.001370,-0.028376,0.007331,-0.004141,0.006552,-0.000501,-0.008825,0.003579,0.009964,0.003587,-0.000334,-0.006212,-0.000863,-0.000913,-0.000002,0.000717,0.000048,0.000567,-0.000056,-0.000003,-0.000000,-0.000004,-0.000004,-0.000004,0.000018,-0.000001,0.000240,0.030646,0.012358,0.193893,0.026578,0.022981,0.345844,0.007581,0.057036,1.337670,0.779664,0.446863,0.322769,0.331939,0.307179,0.306594,0.263858,0.290877,0.217708,0.192626,0.213684,0.286438,0.000400,0.057681,0.011219,0.013867,0.000881,0.003077,0.000598,0.000198,0.000158,0.000215,0.001369,0.000717,0.014963,0.020997,0.008915,0.280481,0.025395,0.032578,0.255685,0.010713,0.048525,1.014475,0.670176,0.472530,0.365537,0.373687,0.305633,0.243031,0.250412,0.220269,0.262960,0.247264,0.192877,0.213065,0.000427,0.034579,0.008266,0.005652,0.000849,0.002229,0.000643,0.000272,0.000162,0.000260,0.001070,0.000861,0.010319,002-Noise
0.041642,0.020599,2.910519,0.110082,0.153131,0.250327,0.006070,0.062123,-24.628230,1.142128,-0.943879,0.011830,-0.742097,-1.066863,-0.398971,-0.339536,0.360339,0.190869,-0.048287,0.028939,-0.168551,0.017138,0.013836,0.006979,0.007507,0.010082,0.011186,0.013632,0.001444,0.012363,0.016792,0.033148,0.030988,0.017031,0.000127,-0.000447,-0.005457,0.000058,0.000114,0.002918,0.000058,0.000036,-0.052233,0.006821,0.002172,0.005326,0.020666,-0.005318,-0.004013,-0.002854,-0.013190,0.002495,0.001613,0.008967,-0.005969,-0.000277,-0.001050,0.000048,0.000059,0.000406,0.000402,0.000389,-0.000011,0.000029,0.000211,0.000029,0.000017,-0.000148,0.008960,0.022387,0.246364,0.015413,0.026545,0.071814,0.002424,0.010196,1.891001,0.632819,0.353307,0.252162,0.269593,0.244590,0.287901,0.236199,0.283984,0.258249,0.192163,0.199270,0.142354,0.015382,0.012263,0.006196,0.007540,0.011796,0.009892,0.011640,0.001355,0.009742,0.012582,0.025807,0.025027,0.007405,0.012169,0.030398,0.345126,0.021032,0.035307,0.092196,0.003355,0.012986,2.488750,0.789103,0.453950,0.318192,0.324169,0.307039,0.418156,0.320021,0.389800,0.323447,0.263483,0.257101,0.205251,0.020845,0.013584,0.008865,0.010446,0.016099,0.014850,0.015611,0.001666,0.012949,0.018384,0.034717,0.032793,0.010444,002-Noise
0.044642,0.078788,3.128379,0.091065,0.120272,0.167243,0.010450,0.055263,-22.556641,0.604923,-2.094299,-0.186550,0.303913,0.125042,-0.189366,-0.414939,0.175079,-0.045533,-0.015192,-0.018746,-0.106804,0.011016,0.014051,0.004623,0.004032,0.004827,0.008915,0.012853,0.014192,0.016033,0.021390,0.017066,0.013993,0.017628,-0.000095,-0.000012,-0.001231,-0.000106,0.000052,0.000045,0.000065,-0.000200,0.002908,0.009678,0.006806,-0.005743,0.001094,0.003351,0.002164,-0.000626,-0.000956,-0.004568,-0.001981,-0.000593,-0.000583,0.000064,0.000026,-0.000011,0.000068,-0.000095,-0.000267,0.000019,0.000348,-0.000006,0.000030,-0.000266,-0.000066,-0.000057,0.006071,0.056529,0.104558,0.014487,0.028542,0.082295,0.006141,0.011599,0.586624,0.388400,0.264844,0.223583,0.283569,0.214692,0.265675,0.237401,0.259410,0.229109,0.215286,0.203896,0.193578,0.011640,0.021572,0.004425,0.004149,0.005436,0.010920,0.016266,0.019722,0.022174,0.027535,0.017189,0.016085,0.010693,0.007036,0.063707,0.148562,0.017662,0.033735,0.097983,0.007451,0.013403,0.475444,0.411744,0.306942,0.271337,0.325136,0.241409,0.332985,0.325655,0.352936,0.254822,0.254716,0.248820,0.236886,0.015537,0.027239,0.005585,0.005735,0.007740,0.015611,0.022938,0.028634,0.028408,0.035959,0.021990,0.021316,0.014328,002-Noise
0.050299,0.018101,3.135054,0.110739,0.145481,0.210617,0.007349,0.057967,-24.662061,1.249851,-1.666168,-0.307208,-0.099408,0.117041,-0.256406,-0.305278,0.175612,-0.132217,0.007336,0.050893,0.009628,0.009339,0.009440,0.009801,0.009122,0.009304,0.011726,0.012013,0.009423,0.019275,0.012055,0.016041,0.012607,0.013444,-0.000064,-0.000302,-0.000178,0.000017,0.000144,-0.000235,0.000169,-0.000027,-0.042748,0.010348,0.011673,0.001208,0.001839,0.000621,-0.003217,0.006107,0.006079,0.000387,-0.004074,0.003266,0.002479,0.000101,0.001028,-0.000075,0.000167,-0.000031,-0.000061,-0.000089,-0.000038,-0.000315,0.000113,0.000042,0.000014,0.000191,0.010969,0.010794,0.102005,0.015596,0.022098,0.105094,0.002946,0.014479,0.683468,0.311906,0.314092,0.282698,0.270149,0.261596,0.258572,0.311145,0.242164,0.317630,0.222937,0.224640,0.192134,0.008403,0.010826,0.008186,0.012044,0.010614,0.012333,0.014612,0.011064,0.023155,0.010806,0.017136,0.012838,0.006866,0.012546,0.013171,0.133325,0.016565,0.026350,0.120580,0.003317,0.017387,0.561111,0.348840,0.361308,0.313983,0.317983,0.324051,0.329153,0.305642,0.311698,0.329758,0.265214,0.270080,0.228213,0.011636,0.012439,0.009497,0.014045,0.012996,0.016246,0.020338,0.015360,0.031577,0.012875,0.023632,0.015682,0.009525,002-Noise
0.083344,0.010795,2.466081,0.114136,0.122710,0.699916,0.005690,0.100036,-25.088456,-0.509839,-1.010344,0.669894,-0.644934,0.424563,-0.187134,0.226909,-0.274164,-0.075359,-0.099388,0.139393,0.131767,0.006985,0.005985,0.009248,0.005319,0.009630,0.008140,0.017100,0.004554,0.004061,0.003969,0.004694,0.003307,0.006802,0.000259,0.000017,0.005003,-0.000154,-0.000142,0.005080,0.000049,0.000227,0.005912,0.005648,0.007734,0.005955,-0.001393,0.005939,-0.004994,0.004609,-0.000338,0.006292,-0.000353,-0.001451,0.002088,-0.000022,-0.000019,-0.000111,0.000043,0.000007,0.000036,0.000263,0.000005,-0.000008,-0.000033,0.000038,0.000021,0.000034,0.010874,0.014237,0.355575,0.020189,0.030298,0.211684,0.004367,0.013404,1.434559,0.696185,0.539957,0.432877,0.354051,0.314006,0.314669,0.283435,0.312020,0.251904,0.215693,0.211676,0.235229,0.005571,0.004284,0.007993,0.002857,0.012575,0.007898,0.020413,0.003578,0.002797,0.002820,0.003853,0.002583,0.006544,0.010944,0.017229,0.505628,0.028116,0.039411,0.270834,0.005320,0.015144,1.957354,1.066154,0.725616,0.602724,0.495976,0.440647,0.436910,0.379679,0.471313,0.345408,0.302786,0.312236,0.320320,0.007788,0.006124,0.011238,0.003719,0.014677,0.009955,0.025980,0.005285,0.003813,0.004126,0.005585,0.003652,0.007334,002-Noise
0.033330,0.001444,2.855841,0.139919,0.190610,0.382371,0.011786,0.057722,-31.365048,2.327467,0.852577,0.063240,0.380846,0.241630,0.015490,-0.061715,-0.047540,0.070791,-0.018930,0.085808,-0.068636,0.008131,0.000572,0.132058,0.003808,0.013532,0.002569,0.168984,0.000759,0.002321,0.005866,0.032579,0.000665,0.062442,-0.000159,0.000003,-0.002490,-0.000500,0.000058,-0.003508,0.000080,-0.000136,-0.003996,0.011576,-0.005100,0.008991,-0.001071,0.000571,0.000579,0.004128,0.001259,-0.000488,0.001826,-0.003604,0.002026,-0.000002,-0.000022,0.000112,-0.000002,0.000003,-0.000042,0.000789,-0.000008,0.000005,-0.000064,-0.000262,0.000002,0.000137,0.032592,0.003481,0.334051,0.057324,0.029518,0.477036,0.008175,0.083746,1.532898,0.976744,0.416906,0.259778,0.181480,0.178333,0.163455,0.175802,0.140511,0.132786,0.128292,0.161390,0.163492,0.007779,0.000478,0.077588,0.004206,0.011157,0.001877,0.099103,0.000993,0.001695,0.005724,0.029314,0.000692,0.021934,0.027398,0.003689,0.481352,0.068485,0.041442,0.453332,0.009843,0.089529,1.448559,0.817136,0.446422,0.352516,0.250897,0.257383,0.240211,0.218834,0.192767,0.174405,0.181625,0.211876,0.241451,0.010908,0.000611,0.106224,0.006041,0.013406,0.002797,0.120825,0.001300,0.002311,0.007641,0.034517,0.000989,0.024744,002-Noise
0.033426,0.060149,3.239397,0.083228,0.140312,0.100108,0.003760,0.048875,-22.498037,2.153615,-1.162319,0.002719,-0.699820,-0.488410,-0.237877,-0.126766,-0.658292,-0.526519,0.043533,0.626995,0.125426,0.003344,0.011236,0.029736,0.011475,0.012381,0.085690,0.017379,0.004444,0.006400,0.013706,0.003704,0.000757,0.024779,-0.000050,0.000109,-0.000451,0.000310,0.000437,-0.000044,0.000018,-0.000018,0.002682,0.000634,0.001382,-0.000890,-0.003098,-0.000155,0.005210,-0.001067,-0.003185,-0.003962,-0.004107,-0.003529,0.001781,0.000021,0.000210,0.000187,0.000050,0.000125,0.000628,-0.000330,-0.000069,0.000012,-0.000317,-0.000012,-0.000004,0.000148,0.004994,0.021785,0.041999,0.020616,0.036341,0.059632,0.001694,0.007777,0.476208,0.272787,0.243000,0.253041,0.244562,0.198472,0.188610,0.190788,0.163477,0.204178,0.213148,0.201741,0.165015,0.002482,0.008206,0.013129,0.008387,0.005664,0.027125,0.012638,0.004670,0.003371,0.010610,0.002683,0.000546,0.006499,0.005054,0.013234,0.052082,0.031484,0.055268,0.065364,0.002233,0.009321,0.412707,0.323130,0.330756,0.284372,0.281097,0.222708,0.222699,0.224824,0.186919,0.207370,0.231443,0.251185,0.168334,0.002604,0.008635,0.009728,0.009140,0.007414,0.021029,0.012752,0.005173,0.004106,0.009613,0.002738,0.000810,0.005185,002-Noise
0.035780,0.002514,2.994837,0.089669,0.129461,0.147838,0.010775,0.048947,-33.702281,0.588089,-1.491654,-0.009375,-0.276842,-0.324328,-0.031779,-0.112903,0.024755,0.130188,-0.128576,0.119607,-0.091163,0.005756,0.008564,0.015236,0.008304,0.044480,0.005899,0.030200,0.006006,0.008250,0.008155,0.008635,0.007841,0.024985,-0.000449,-0.000135,0.009214,-0.001363,-0.002000,-0.001793,0.000000,-0.000672,-0.270504,-0.004390,0.023773,0.003973,0.008094,-0.001128,-0.003398,0.001453,-0.000924,-0.004465,0.002464,0.002053,0.001632,-0.000100,-0.000095,-0.000085,-0.000036,0.001587,-0.000168,-0.000348,-0.000063,-0.000067,-0.000186,-0.000117,-0.000103,0.000381,0.009181,0.004855,0.260632,0.025629,0.042900,0.080783,0.009966,0.011462,2.009864,0.485004,0.483322,0.395799,0.459995,0.300255,0.294985,0.292559,0.325545,0.252976,0.314629,0.304915,0.218780,0.006583,0.010853,0.017411,0.008546,0.014035,0.007637,0.043766,0.009120,0.010253,0.008812,0.010061,0.009438,0.012750,0.007705,0.006632,0.365809,0.027261,0.045435,0.101796,0.011652,0.013711,1.747154,0.512055,0.584684,0.474859,0.499963,0.387445,0.353471,0.335179,0.395913,0.320505,0.374842,0.370624,0.269851,0.009694,0.015051,0.025466,0.009677,0.012555,0.009821,0.048731,0.011816,0.011510,0.012024,0.014388,0.012909,0.014589,002-Noise
0.100281,0.016820,3.154272,0.162865,0.154438,0.952750,0.003145,0.184691,-24.382401,1.285842,-0.143396,0.112808,-0.205645,-0.007342,-0.100303,-0.328269,-0.520748,-0.280433,-0.041490,0.095997,-0.274022,0.015780,0.004544,0.062441,0.026802,0.014850,0.012684,0.024618,0.006527,0.006701,0.004888,0.006867,0.003345,0.021872,0.000168,0.000058,-0.000147,0.000284,0.000034,0.002235,0.000022,0.000399,0.004819,-0.014630,0.002747,0.007752,0.000835,-0.008605,-0.004442,0.002495,-0.000461,-0.008921,-0.001537,-0.001730,-0.001574,-0.000177,0.000182,0.001264,-0.000128,0.000249,-0.000149,-0.000857,-0.000202,-0.000176,-0.000006,-0.000202,-0.000024,0.000190,0.026825,0.016438,0.132505,0.017192,0.013411,0.335949,0.001440,0.073195,1.114892,0.545997,0.327666,0.265599,0.244692,0.217831,0.223412,0.213081,0.251493,0.216858,0.184578,0.226204,0.177617,0.014854,0.004596,0.048326,0.025617,0.010846,0.010029,0.016287,0.007666,0.005714,0.004188,0.004450,0.002580,0.012589,0.030145,0.013021,0.193770,0.019078,0.015789,0.367404,0.001858,0.084430,0.728869,0.519063,0.408332,0.326853,0.284254,0.243145,0.256705,0.269650,0.270468,0.235629,0.238952,0.250165,0.225851,0.017198,0.006450,0.052819,0.032627,0.016186,0.012461,0.019646,0.010412,0.007040,0.005603,0.005183,0.003084,0.012290,002-Noise
0.115495,0.000603,2.812059,0.217411,0.176171,1.168337,0.006150,0.221951,-30.941915,-0.384100,-0.630293,0.053088,-0.130569,-0.274697,-0.065607,0.124833,0.165661,0.537950,-0.780345,-0.541850,-0.353300,0.007577,0.006552,0.004479,0.003035,0.001185,0.003237,0.002960,0.001456,0.004900,0.032191,0.019326,0.002589,0.014121,-0.001084,0.000002,0.005809,-0.001239,0.000007,-0.017376,0.000029,-0.003575,0.029842,-0.022769,0.000855,-0.012544,0.009293,-0.001774,0.004720,0.000109,0.006744,0.002027,0.000228,-0.000745,0.006050,-0.000159,0.000006,-0.000007,-0.000028,-0.000006,-0.000006,-0.000010,0.000007,0.000091,0.000105,0.000096,-0.000002,0.000008,0.043056,0.000828,0.575138,0.062582,0.028743,0.582639,0.004350,0.138430,1.513523,0.733231,0.692381,0.551031,0.481889,0.400371,0.344497,0.308269,0.299282,0.370851,0.263565,0.297883,0.229372,0.006470,0.007641,0.009840,0.006213,0.001079,0.005696,0.005787,0.001812,0.005591,0.039266,0.024342,0.002436,0.012097,0.051212,0.001098,0.852446,0.080629,0.039115,0.710146,0.005544,0.181977,1.525534,0.924914,0.677411,0.528250,0.541033,0.457810,0.377693,0.356885,0.314695,0.450526,0.317232,0.365604,0.254060,0.008619,0.010142,0.013823,0.008194,0.001563,0.007346,0.007625,0.002385,0.006578,0.030455,0.027389,0.003263,0.012034,002-Noise
0.162123,0.042586,3.116046,0.233501,0.196314,1.762176,0.001544,0.290127,-22.632557,0.039822,-0.283201,0.101962,-0.245528,-0.444095,-0.443783,-0.354625,-0.311787,-0.118538,0.059425,0.035802,-0.006134,0.006423,0.003648,0.007499,0.006160,0.020137,0.010126,0.010848,0.002740,0.009366,0.004727,0.005073,0.003461,0.007588,0.000830,0.000297,0.017054,0.000673,-0.000468,0.011235,0.000019,0.001933,0.197023,-0.021806,-0.011059,-0.006372,-0.010725,-0.004759,-0.004649,-0.006612,-0.002402,0.004318,0.004511,0.002272,0.000366,-0.000145,0.000043,-0.000746,-0.000045,0.000257,0.000464,-0.001847,0.000045,0.000050,-0.000024,-0.000112,0.000019,-0.000325,0.022342,0.017812,0.162609,0.018142,0.008990,0.241051,0.000596,0.047778,1.494046,0.442292,0.293033,0.300739,0.244691,0.240786,0.233810,0.188449,0.168023,0.201085,0.192260,0.162742,0.172723,0.005108,0.002571,0.005863,0.003901,0.018966,0.008953,0.011442,0.001618,0.007712,0.002461,0.003574,0.002103,0.005830,0.023882,0.018773,0.164330,0.018563,0.010076,0.239167,0.000651,0.054929,0.747164,0.417065,0.337977,0.350201,0.276360,0.315190,0.289063,0.251423,0.212237,0.246287,0.213575,0.189743,0.226025,0.006001,0.003583,0.004958,0.005149,0.020240,0.012187,0.009190,0.001993,0.011240,0.003227,0.005097,0.002968,0.005891,002-Noise
